image_file,total_detections,Bbox
final/full_stack/final_full_stack0224.tif,3,"[0.3635146915912628, 0.9508212208747864, 0.14196011424064636, 0.09820031374692917]"
final/full_stack/final_full_stack0225.tif,3,"[0.06984487920999527, 0.4468720257282257, 0.13968975841999054, 0.14230597019195557]"
final/full_stack/final_full_stack0225.tif,3,"[0.6931419372558594, 0.45474472641944885, 0.1723119020462036, 0.1386967897415161]"
final/full_stack/final_full_stack0225.tif,3,"[0.3632894456386566, 0.951061487197876, 0.1427835375070572, 0.09783457964658737]"
final/full_stack/final_full_stack0226.tif,3,"[0.06962571293115616, 0.4468879997730255, 0.13925142586231232, 0.14167557656764984]"
final/full_stack/final_full_stack0226.tif,3,"[0.6921818256378174, 0.45482566952705383, 0.17047859728336334, 0.1365128606557846]"
final/full_stack/final_full_stack0226.tif,3,"[0.3639971613883972, 0.9514918327331543, 0.13631771504878998, 0.09701620787382126]"
final/full_stack/final_full_stack0227.tif,3,"[0.06910734623670578, 0.4465548098087311, 0.13821469247341156, 0.1394755244255066]"
final/full_stack/final_full_stack0227.tif,3,"[0.6923355460166931, 0.45481812953948975, 0.1691846251487732, 0.13545334339141846]"
final/full_stack/final_full_stack0227.tif,3,"[0.3642866313457489, 0.9515810012817383, 0.13644705712795258, 0.09683796763420105]"
final/full_stack/final_full_stack0228.tif,3,"[0.06950008124113083, 0.4461301565170288, 0.13900016248226166, 0.14047551155090332]"
final/full_stack/final_full_stack0228.tif,3,"[0.693352460861206, 0.45474717020988464, 0.17082500457763672, 0.1359751969575882]"
final/full_stack/final_full_stack0228.tif,3,"[0.36506572365760803, 0.9516759514808655, 0.13702766597270966, 0.09664810448884964]"
final/full_stack/final_full_stack0229.tif,3,"[0.06965877115726471, 0.44574272632598877, 0.13931754231452942, 0.14181995391845703]"
final/full_stack/final_full_stack0229.tif,3,"[0.6944584846496582, 0.45561471581459045, 0.17153023183345795, 0.13512791693210602]"
final/full_stack/final_full_stack0229.tif,3,"[0.3652820885181427, 0.9516030550003052, 0.13767963647842407, 0.0967940017580986]"
final/full_stack/final_full_stack0230.tif,3,"[0.06939911097288132, 0.4453465938568115, 0.13879822194576263, 0.14149081707000732]"
final/full_stack/final_full_stack0230.tif,3,"[0.6948227286338806, 0.4548667073249817, 0.1700533628463745, 0.13370542228221893]"
final/full_stack/final_full_stack0230.tif,3,"[0.3653014898300171, 0.9517391920089722, 0.13839702308177948, 0.09652159363031387]"
final/full_stack/final_full_stack0231.tif,3,"[0.07014964520931244, 0.4456474483013153, 0.14029929041862488, 0.14253365993499756]"
final/full_stack/final_full_stack0231.tif,3,"[0.6954141855239868, 0.45437708497047424, 0.17100518941879272, 0.13465577363967896]"
final/full_stack/final_full_stack0231.tif,3,"[0.3638012707233429, 0.9513134956359863, 0.14161717891693115, 0.09737296402454376]"
final/full_stack/final_full_stack0232.tif,3,"[0.0700647160410881, 0.44557130336761475, 0.1401294320821762, 0.14350026845932007]"
final/full_stack/final_full_stack0232.tif,3,"[0.6950542330741882, 0.45402199029922485, 0.17112231254577637, 0.13510273396968842]"
final/full_stack/final_full_stack0232.tif,3,"[0.36429449915885925, 0.9511282444000244, 0.14128176867961884, 0.0977434292435646]"
final/full_stack/final_full_stack0233.tif,3,"[0.6948227286338806, 0.45346301794052124, 0.17125971615314484, 0.13501009345054626]"
final/full_stack/final_full_stack0233.tif,3,"[0.06974809616804123, 0.445879727602005, 0.13949619233608246, 0.1435498148202896]"
final/full_stack/final_full_stack0233.tif,3,"[0.364145427942276, 0.9511634707450867, 0.1425638645887375, 0.09767308086156845]"
final/full_stack/final_full_stack0234.tif,3,"[0.6955622434616089, 0.45354756712913513, 0.17264078557491302, 0.1357940435409546]"
final/full_stack/final_full_stack0234.tif,3,"[0.06996816396713257, 0.44596174359321594, 0.13993632793426514, 0.14566835761070251]"
final/full_stack/final_full_stack0234.tif,3,"[0.36440548300743103, 0.9507910013198853, 0.14279399812221527, 0.0984179824590683]"
final/full_stack/final_full_stack0235.tif,3,"[0.6949347257614136, 0.45358964800834656, 0.17369729280471802, 0.13576671481132507]"
final/full_stack/final_full_stack0235.tif,3,"[0.068931944668293, 0.4457944929599762, 0.137863889336586, 0.14521344006061554]"
final/full_stack/final_full_stack0235.tif,3,"[0.36405855417251587, 0.950884222984314, 0.14237210154533386, 0.09823142737150192]"
final/full_stack/final_full_stack0236.tif,3,"[0.6946890354156494, 0.4530244767665863, 0.17410527169704437, 0.13620810210704803]"
final/full_stack/final_full_stack0236.tif,3,"[0.06874218583106995, 0.4456748366355896, 0.1374843716621399, 0.14322713017463684]"
final/full_stack/final_full_stack0236.tif,3,"[0.3639660179615021, 0.9501487016677856, 0.14414717257022858, 0.09970260411500931]"
final/full_stack/final_full_stack0237.tif,3,"[0.6939145922660828, 0.45424914360046387, 0.1738864928483963, 0.13516630232334137]"
final/full_stack/final_full_stack0237.tif,3,"[0.06906120479106903, 0.44604551792144775, 0.13812240958213806, 0.14291244745254517]"
final/full_stack/final_full_stack0237.tif,3,"[0.36325013637542725, 0.9505386352539062, 0.14361989498138428, 0.0989227145910263]"
final/full_stack/final_full_stack0238.tif,3,"[0.6939501166343689, 0.45380157232284546, 0.1732717603445053, 0.13512615859508514]"
final/full_stack/final_full_stack0238.tif,3,"[0.0693916529417038, 0.44595029950141907, 0.1387833058834076, 0.14322827756404877]"
final/full_stack/final_full_stack0238.tif,3,"[0.36338385939598083, 0.9507176876068115, 0.14160767197608948, 0.09856454282999039]"
final/full_stack/final_full_stack0239.tif,3,"[0.6944652795791626, 0.4541335999965668, 0.17159974575042725, 0.13397587835788727]"
final/full_stack/final_full_stack0239.tif,3,"[0.06961318850517273, 0.4463270306587219, 0.13922637701034546, 0.14316558837890625]"
final/full_stack/final_full_stack0239.tif,3,"[0.36382874846458435, 0.9508985877037048, 0.1410246193408966, 0.09820268303155899]"
final/full_stack/final_full_stack0240.tif,3,"[0.6950517892837524, 0.4535570740699768, 0.17298448085784912, 0.13376270234584808]"
final/full_stack/final_full_stack0240.tif,3,"[0.07017895579338074, 0.4461308717727661, 0.14035791158676147, 0.14461946487426758]"
final/full_stack/final_full_stack0240.tif,3,"[0.3640765845775604, 0.9509878754615784, 0.14264512062072754, 0.09802435338497162]"
final/full_stack/final_full_stack0241.tif,3,"[0.6952747106552124, 0.45361772179603577, 0.1736527383327484, 0.1356957107782364]"
final/full_stack/final_full_stack0241.tif,3,"[0.07040483504533768, 0.4462437629699707, 0.14080967009067535, 0.14419567584991455]"
final/full_stack/final_full_stack0241.tif,3,"[0.3649158775806427, 0.9507042169570923, 0.14031437039375305, 0.09859167784452438]"
final/full_stack/final_full_stack0242.tif,3,"[0.6956414580345154, 0.4540869891643524, 0.17435409128665924, 0.13731330633163452]"
final/full_stack/final_full_stack0242.tif,3,"[0.07016236335039139, 0.44696876406669617, 0.14032472670078278, 0.1424526423215866]"
final/full_stack/final_full_stack0242.tif,3,"[0.3638252913951874, 0.9503677487373352, 0.14229723811149597, 0.09926453232765198]"
final/full_stack/final_full_stack0243.tif,3,"[0.695764422416687, 0.4539136290550232, 0.1733640432357788, 0.13735558092594147]"
final/full_stack/final_full_stack0243.tif,3,"[0.0701875314116478, 0.4469374120235443, 0.1403750628232956, 0.14179515838623047]"
final/full_stack/final_full_stack0243.tif,3,"[0.3644680976867676, 0.950495719909668, 0.14287662506103516, 0.09900857508182526]"
final/full_stack/final_full_stack0244.tif,3,"[0.696343183517456, 0.4534495174884796, 0.17275990545749664, 0.13693708181381226]"
final/full_stack/final_full_stack0244.tif,3,"[0.06970222294330597, 0.44628942012786865, 0.13940444588661194, 0.14421874284744263]"
final/full_stack/final_full_stack0244.tif,3,"[0.36436206102371216, 0.9504228830337524, 0.14225369691848755, 0.09915418922901154]"
final/full_stack/final_full_stack0245.tif,3,"[0.6961008310317993, 0.4540349543094635, 0.1729428768157959, 0.13784076273441315]"
final/full_stack/final_full_stack0245.tif,3,"[0.07000111788511276, 0.44665762782096863, 0.14000223577022552, 0.1437568962574005]"
final/full_stack/final_full_stack0245.tif,3,"[0.3646281659603119, 0.9504278898239136, 0.1422203630208969, 0.09914425760507584]"
final/full_stack/final_full_stack0246.tif,3,"[0.6966460943222046, 0.4551204442977905, 0.173970565199852, 0.13922691345214844]"
final/full_stack/final_full_stack0246.tif,3,"[0.0697965919971466, 0.44622892141342163, 0.1395931839942932, 0.14388872683048248]"
final/full_stack/final_full_stack0246.tif,3,"[0.36467063426971436, 0.9495812654495239, 0.1430705040693283, 0.1008373573422432]"
final/full_stack/final_full_stack0247.tif,3,"[0.6969013214111328, 0.4550527334213257, 0.17318223416805267, 0.1383225917816162]"
final/full_stack/final_full_stack0247.tif,3,"[0.06961085647344589, 0.4463161826133728, 0.13922171294689178, 0.14362528920173645]"
final/full_stack/final_full_stack0247.tif,3,"[0.3641251027584076, 0.9495784044265747, 0.1451876163482666, 0.10084322094917297]"
final/full_stack/final_full_stack0248.tif,3,"[0.6966599225997925, 0.45484086871147156, 0.17365802824497223, 0.13827015459537506]"
final/full_stack/final_full_stack0248.tif,3,"[0.06936182081699371, 0.4465017020702362, 0.13872364163398743, 0.14338549971580505]"
final/full_stack/final_full_stack0248.tif,3,"[0.3632255792617798, 0.9499891400337219, 0.14424267411231995, 0.10002172738313675]"
final/full_stack/final_full_stack0249.tif,3,"[0.6961607336997986, 0.45455867052078247, 0.17281576991081238, 0.13765694200992584]"
final/full_stack/final_full_stack0249.tif,3,"[0.06932258605957031, 0.44625699520111084, 0.13864517211914062, 0.14363765716552734]"
final/full_stack/final_full_stack0249.tif,3,"[0.3629359304904938, 0.9501662850379944, 0.14294441044330597, 0.09966742992401123]"
final/full_stack/final_full_stack0250.tif,3,"[0.6958010792732239, 0.4543662965297699, 0.1723872721195221, 0.13752645254135132]"
final/full_stack/final_full_stack0250.tif,3,"[0.06906814873218536, 0.44673076272010803, 0.13813629746437073, 0.14291584491729736]"
final/full_stack/final_full_stack0250.tif,3,"[0.3623996078968048, 0.950353741645813, 0.14031101763248444, 0.09929242730140686]"
final/full_stack/final_full_stack0251.tif,3,"[0.6959523558616638, 0.45458585023880005, 0.17139604687690735, 0.13608300685882568]"
final/full_stack/final_full_stack0251.tif,3,"[0.06849944591522217, 0.4468249976634979, 0.13699889183044434, 0.14142942428588867]"
final/full_stack/final_full_stack0251.tif,3,"[0.36228716373443604, 0.9511107802391052, 0.1380874514579773, 0.09777840971946716]"
final/full_stack/final_full_stack0252.tif,3,"[0.6960720419883728, 0.45431166887283325, 0.1699351668357849, 0.13372766971588135]"
final/full_stack/final_full_stack0252.tif,3,"[0.06946805119514465, 0.44637954235076904, 0.1389361023902893, 0.14016936719417572]"
final/full_stack/final_full_stack0252.tif,3,"[0.36265143752098083, 0.9514347910881042, 0.13763782382011414, 0.09713033586740494]"
final/full_stack/final_full_stack0253.tif,3,"[0.6953356862068176, 0.4547255337238312, 0.16878214478492737, 0.13319766521453857]"
final/full_stack/final_full_stack0253.tif,3,"[0.0692698135972023, 0.44600945711135864, 0.1385396271944046, 0.1417149305343628]"
final/full_stack/final_full_stack0253.tif,3,"[0.36363980174064636, 0.9508753418922424, 0.13924841582775116, 0.09824920445680618]"
final/full_stack/final_full_stack0254.tif,3,"[0.6951861381530762, 0.45398715138435364, 0.16648389399051666, 0.13305191695690155]"
final/full_stack/final_full_stack0254.tif,3,"[0.06967195868492126, 0.4464363157749176, 0.13934391736984253, 0.14096130430698395]"
final/full_stack/final_full_stack0254.tif,3,"[0.3650301396846771, 0.9510628581047058, 0.13799512386322021, 0.09787429124116898]"
final/full_stack/final_full_stack0255.tif,3,"[0.6960630416870117, 0.454740971326828, 0.16988058388233185, 0.13555404543876648]"
final/full_stack/final_full_stack0255.tif,3,"[0.0695219337940216, 0.44625595211982727, 0.1390438675880432, 0.14263062179088593]"
final/full_stack/final_full_stack0255.tif,3,"[0.36545753479003906, 0.9507656693458557, 0.13819466531276703, 0.09846875816583633]"
final/full_stack/final_full_stack0256.tif,3,"[0.6955954432487488, 0.4537637233734131, 0.17081588506698608, 0.1349269151687622]"
final/full_stack/final_full_stack0256.tif,3,"[0.06950027495622635, 0.4463667869567871, 0.1390005499124527, 0.1430107057094574]"
final/full_stack/final_full_stack0256.tif,3,"[0.3658444285392761, 0.9504010677337646, 0.14079785346984863, 0.0991978719830513]"
final/full_stack/final_full_stack0257.tif,3,"[0.6954976320266724, 0.453520804643631, 0.1706954538822174, 0.1338479220867157]"
final/full_stack/final_full_stack0257.tif,3,"[0.06994642317295074, 0.4463447034358978, 0.1398928463459015, 0.14338134229183197]"
final/full_stack/final_full_stack0257.tif,3,"[0.36482352018356323, 0.9504454731941223, 0.14362268149852753, 0.09910908341407776]"
final/full_stack/final_full_stack0258.tif,3,"[0.6949969530105591, 0.4536066949367523, 0.1712910383939743, 0.13498623669147491]"
final/full_stack/final_full_stack0258.tif,3,"[0.07014480233192444, 0.44644588232040405, 0.14028960466384888, 0.14311134815216064]"
final/full_stack/final_full_stack0258.tif,3,"[0.3659111559391022, 0.9503728747367859, 0.14017832279205322, 0.09925422817468643]"
final/full_stack/final_full_stack0259.tif,3,"[0.6944588422775269, 0.4536648094654083, 0.16967010498046875, 0.1349353939294815]"
final/full_stack/final_full_stack0259.tif,3,"[0.0699787586927414, 0.44608014822006226, 0.1399575173854828, 0.1429080069065094]"
final/full_stack/final_full_stack0259.tif,3,"[0.36427876353263855, 0.9502148628234863, 0.14126738905906677, 0.09957022964954376]"
final/full_stack/final_full_stack0260.tif,3,"[0.6941543221473694, 0.454397976398468, 0.17035464942455292, 0.1342851221561432]"
final/full_stack/final_full_stack0260.tif,3,"[0.06987546384334564, 0.44629624485969543, 0.13975092768669128, 0.1428193747997284]"
final/full_stack/final_full_stack0260.tif,3,"[0.36468568444252014, 0.9506258964538574, 0.1377345770597458, 0.09874816983938217]"
final/full_stack/final_full_stack0261.tif,3,"[0.6944607496261597, 0.45461395382881165, 0.17138203978538513, 0.13433942198753357]"
final/full_stack/final_full_stack0261.tif,3,"[0.07033120840787888, 0.44623634219169617, 0.14066241681575775, 0.14369356632232666]"
final/full_stack/final_full_stack0261.tif,3,"[0.3648935854434967, 0.9509176015853882, 0.13764339685440063, 0.09816476702690125]"
final/full_stack/final_full_stack0262.tif,3,"[0.6941242814064026, 0.4547278881072998, 0.17075645923614502, 0.13373370468616486]"
final/full_stack/final_full_stack0262.tif,3,"[0.07020176202058792, 0.44587230682373047, 0.14040352404117584, 0.14416947960853577]"
final/full_stack/final_full_stack0262.tif,3,"[0.36457061767578125, 0.9511278867721558, 0.13647794723510742, 0.0977441817522049]"
final/full_stack/final_full_stack0263.tif,3,"[0.6939195394515991, 0.45515838265419006, 0.17145679891109467, 0.13355503976345062]"
final/full_stack/final_full_stack0263.tif,3,"[0.07039733976125717, 0.44636261463165283, 0.14079467952251434, 0.14196155965328217]"
final/full_stack/final_full_stack0263.tif,3,"[0.36437565088272095, 0.9509382843971252, 0.13823026418685913, 0.0981234461069107]"
final/full_stack/final_full_stack0264.tif,3,"[0.6941459774971008, 0.45443636178970337, 0.1708487868309021, 0.13290074467658997]"
final/full_stack/final_full_stack0264.tif,3,"[0.06980407238006592, 0.446294903755188, 0.13960814476013184, 0.14083318412303925]"
final/full_stack/final_full_stack0264.tif,3,"[0.36520612239837646, 0.9512836337089539, 0.13878187537193298, 0.09743271768093109]"
final/full_stack/final_full_stack0265.tif,3,"[0.6943817734718323, 0.45411625504493713, 0.17065846920013428, 0.13217781484127045]"
final/full_stack/final_full_stack0265.tif,3,"[0.06956005841493607, 0.4467899203300476, 0.13912011682987213, 0.14024153351783752]"
final/full_stack/final_full_stack0265.tif,3,"[0.3659778833389282, 0.9517323970794678, 0.14041991531848907, 0.0965351089835167]"
final/full_stack/final_full_stack0266.tif,3,"[0.6956684589385986, 0.4538179337978363, 0.17198535799980164, 0.1336788386106491]"
final/full_stack/final_full_stack0266.tif,3,"[0.06943433731794357, 0.4462910294532776, 0.13886867463588715, 0.14097340404987335]"
final/full_stack/final_full_stack0266.tif,3,"[0.36506760120391846, 0.9511505961418152, 0.14291523396968842, 0.09769880026578903]"
final/full_stack/final_full_stack0267.tif,3,"[0.6961061358451843, 0.45367586612701416, 0.1717342883348465, 0.13429073989391327]"
final/full_stack/final_full_stack0267.tif,3,"[0.07003755122423172, 0.44590458273887634, 0.14007510244846344, 0.14109498262405396]"
final/full_stack/final_full_stack0267.tif,3,"[0.3652198016643524, 0.9508195519447327, 0.14222483336925507, 0.09836077690124512]"
final/full_stack/final_full_stack0268.tif,3,"[0.6960196495056152, 0.4530262351036072, 0.17252196371555328, 0.13486112654209137]"
final/full_stack/final_full_stack0268.tif,3,"[0.0703447237610817, 0.44605445861816406, 0.1406894475221634, 0.14100979268550873]"
final/full_stack/final_full_stack0268.tif,3,"[0.36532339453697205, 0.9504536390304565, 0.14127248525619507, 0.09909272193908691]"
final/full_stack/final_full_stack0269.tif,3,"[0.6964066028594971, 0.4529816508293152, 0.17215596139431, 0.13612231612205505]"
final/full_stack/final_full_stack0269.tif,3,"[0.07050270587205887, 0.44586488604545593, 0.14100541174411774, 0.14213569462299347]"
final/full_stack/final_full_stack0269.tif,3,"[0.36419573426246643, 0.9503233432769775, 0.14141640067100525, 0.09935332089662552]"
final/full_stack/final_full_stack0270.tif,3,"[0.6969300508499146, 0.45265859365463257, 0.1711324006319046, 0.13587619364261627]"
final/full_stack/final_full_stack0270.tif,3,"[0.07057669758796692, 0.4464446008205414, 0.14115339517593384, 0.14218519628047943]"
final/full_stack/final_full_stack0270.tif,3,"[0.36371663212776184, 0.9502509832382202, 0.14152580499649048, 0.09949798882007599]"
final/full_stack/final_full_stack0271.tif,3,"[0.6961746215820312, 0.4531347453594208, 0.16967692971229553, 0.1351774036884308]"
final/full_stack/final_full_stack0271.tif,3,"[0.07027018070220947, 0.4470359981060028, 0.14054036140441895, 0.14241331815719604]"
final/full_stack/final_full_stack0271.tif,3,"[0.36289146542549133, 0.950288712978363, 0.14279711246490479, 0.09942252933979034]"
final/full_stack/final_full_stack0272.tif,3,"[0.6964040398597717, 0.4537983238697052, 0.1711592823266983, 0.13660788536071777]"
final/full_stack/final_full_stack0272.tif,3,"[0.06977076828479767, 0.44701817631721497, 0.13954153656959534, 0.1423470377922058]"
final/full_stack/final_full_stack0272.tif,3,"[0.3628782331943512, 0.9506011009216309, 0.14393162727355957, 0.09871610999107361]"
final/full_stack/final_full_stack0273.tif,3,"[0.6963306069374084, 0.45400264859199524, 0.17059272527694702, 0.13477656245231628]"
final/full_stack/final_full_stack0273.tif,3,"[0.06976325809955597, 0.4467505216598511, 0.13952651619911194, 0.14219415187835693]"
final/full_stack/final_full_stack0273.tif,3,"[0.3620503842830658, 0.9505807161331177, 0.14534184336662292, 0.09883847087621689]"
final/full_stack/final_full_stack0274.tif,3,"[0.6958281993865967, 0.4539710581302643, 0.1691698431968689, 0.13325467705726624]"
final/full_stack/final_full_stack0274.tif,3,"[0.06960197538137436, 0.4466093182563782, 0.13920395076274872, 0.14269255101680756]"
final/full_stack/final_full_stack0274.tif,3,"[0.36185312271118164, 0.9510735273361206, 0.14427736401557922, 0.097852922976017]"
final/full_stack/final_full_stack0275.tif,3,"[0.6949433088302612, 0.45420169830322266, 0.1676180213689804, 0.13239967823028564]"
final/full_stack/final_full_stack0275.tif,3,"[0.07002826780080795, 0.44632890820503235, 0.1400565356016159, 0.14095133543014526]"
final/full_stack/final_full_stack0275.tif,3,"[0.3628689646720886, 0.9517369270324707, 0.14135001599788666, 0.09652603417634964]"
final/full_stack/final_full_stack0276.tif,3,"[0.6943211555480957, 0.45314550399780273, 0.16741976141929626, 0.13304176926612854]"
final/full_stack/final_full_stack0276.tif,3,"[0.06970598548650742, 0.44642186164855957, 0.13941197097301483, 0.13925601541996002]"
final/full_stack/final_full_stack0276.tif,3,"[0.3622016906738281, 0.9523341059684753, 0.14063839614391327, 0.09533171355724335]"
final/full_stack/final_full_stack0277.tif,3,"[0.6949228048324585, 0.45304447412490845, 0.17045868933200836, 0.13497976958751678]"
final/full_stack/final_full_stack0277.tif,3,"[0.06927025318145752, 0.446293443441391, 0.13854050636291504, 0.13857673108577728]"
final/full_stack/final_full_stack0277.tif,3,"[0.36359959840774536, 0.9518553018569946, 0.137658029794693, 0.0962892696261406]"
final/full_stack/final_full_stack0278.tif,3,"[0.06937341392040253, 0.44605204463005066, 0.13874682784080505, 0.13902832567691803]"
final/full_stack/final_full_stack0278.tif,3,"[0.6949601173400879, 0.45232629776000977, 0.16887259483337402, 0.1353747695684433]"
final/full_stack/final_full_stack0278.tif,3,"[0.3640679121017456, 0.950705349445343, 0.14054207503795624, 0.09858941286802292]"
final/full_stack/final_full_stack0279.tif,3,"[0.6949367523193359, 0.45265626907348633, 0.1695508360862732, 0.13577452301979065]"
final/full_stack/final_full_stack0279.tif,3,"[0.06947215646505356, 0.4455240070819855, 0.13894431293010712, 0.1404218226671219]"
final/full_stack/final_full_stack0279.tif,3,"[0.36483296751976013, 0.9504666924476624, 0.14048612117767334, 0.09906671941280365]"
final/full_stack/final_full_stack0280.tif,3,"[0.06927460432052612, 0.4455864131450653, 0.13854920864105225, 0.14059698581695557]"
final/full_stack/final_full_stack0280.tif,3,"[0.6954947710037231, 0.45331627130508423, 0.1705678254365921, 0.13648474216461182]"
final/full_stack/final_full_stack0280.tif,3,"[0.36495959758758545, 0.9503720998764038, 0.14193780720233917, 0.09925583004951477]"
final/full_stack/final_full_stack0281.tif,3,"[0.06915274262428284, 0.44534051418304443, 0.13830548524856567, 0.14037150144577026]"
final/full_stack/final_full_stack0281.tif,3,"[0.6945553421974182, 0.452806293964386, 0.16967640817165375, 0.13397572934627533]"
final/full_stack/final_full_stack0281.tif,3,"[0.3656076192855835, 0.9505256414413452, 0.13949960470199585, 0.09894862771034241]"
final/full_stack/final_full_stack0282.tif,3,"[0.06914431601762772, 0.4451046586036682, 0.13828863203525543, 0.13970160484313965]"
final/full_stack/final_full_stack0282.tif,3,"[0.6942812204360962, 0.4527026116847992, 0.16962915658950806, 0.13386893272399902]"
final/full_stack/final_full_stack0282.tif,3,"[0.36524176597595215, 0.9504333138465881, 0.1407000720500946, 0.09913338720798492]"
final/full_stack/final_full_stack0283.tif,3,"[0.6950826048851013, 0.453022301197052, 0.16876497864723206, 0.1345990002155304]"
final/full_stack/final_full_stack0283.tif,3,"[0.06966771185398102, 0.44558513164520264, 0.13933542370796204, 0.14061088860034943]"
final/full_stack/final_full_stack0283.tif,3,"[0.3634105622768402, 0.9500705003738403, 0.14335721731185913, 0.09985890239477158]"
final/full_stack/final_full_stack0284.tif,3,"[0.6950089931488037, 0.45275944471359253, 0.17023034393787384, 0.13571873307228088]"
final/full_stack/final_full_stack0284.tif,3,"[0.06881552189588547, 0.4462890625, 0.13763104379177094, 0.14047636091709137]"
final/full_stack/final_full_stack0284.tif,3,"[0.3636235296726227, 0.9497023820877075, 0.14339295029640198, 0.10059519857168198]"
final/full_stack/final_full_stack0285.tif,3,"[0.6951237916946411, 0.4525774121284485, 0.1729428768157959, 0.1374591588973999]"
final/full_stack/final_full_stack0285.tif,3,"[0.0692167803645134, 0.4461565911769867, 0.1384335607290268, 0.1400015950202942]"
final/full_stack/final_full_stack0285.tif,3,"[0.36322900652885437, 0.9498633146286011, 0.14232715964317322, 0.10027334094047546]"
final/full_stack/final_full_stack0286.tif,3,"[0.6948570013046265, 0.4531649053096771, 0.17242643237113953, 0.13755372166633606]"
final/full_stack/final_full_stack0286.tif,3,"[0.06930103152990341, 0.44579192996025085, 0.13860206305980682, 0.140079066157341]"
final/full_stack/final_full_stack0286.tif,3,"[0.363171249628067, 0.9504070281982422, 0.1396745890378952, 0.09907154738903046]"
final/full_stack/final_full_stack0287.tif,3,"[0.6947734951972961, 0.45327523350715637, 0.1720016598701477, 0.13756699860095978]"
final/full_stack/final_full_stack0287.tif,3,"[0.06949367374181747, 0.4456976652145386, 0.13898734748363495, 0.1399240642786026]"
final/full_stack/final_full_stack0287.tif,3,"[0.3634651005268097, 0.950776219367981, 0.13747645914554596, 0.09837458282709122]"
final/full_stack/final_full_stack0288.tif,3,"[0.0692262202501297, 0.4463938772678375, 0.1384524405002594, 0.13965590298175812]"
final/full_stack/final_full_stack0288.tif,3,"[0.6950390338897705, 0.45274314284324646, 0.17192791402339935, 0.13819557428359985]"
final/full_stack/final_full_stack0288.tif,3,"[0.3652617931365967, 0.9516411423683167, 0.13410957157611847, 0.0967177003622055]"
final/full_stack/final_full_stack0289.tif,3,"[0.06951210647821426, 0.4463929831981659, 0.13902421295642853, 0.13879439234733582]"
final/full_stack/final_full_stack0289.tif,3,"[0.695053219795227, 0.45259889960289, 0.17342856526374817, 0.138081893324852]"
final/full_stack/final_full_stack0289.tif,3,"[0.36501583456993103, 0.9517548084259033, 0.13521790504455566, 0.09649039059877396]"
final/full_stack/final_full_stack0290.tif,3,"[0.696144700050354, 0.4525521397590637, 0.17348375916481018, 0.13863326609134674]"
final/full_stack/final_full_stack0290.tif,3,"[0.06973877549171448, 0.44574224948883057, 0.13947755098342896, 0.13827861845493317]"
final/full_stack/final_full_stack0290.tif,3,"[0.3655085265636444, 0.9518826007843018, 0.13556762039661407, 0.09623470902442932]"
final/full_stack/final_full_stack0291.tif,3,"[0.6966711282730103, 0.45355477929115295, 0.1733684092760086, 0.1375262439250946]"
final/full_stack/final_full_stack0291.tif,3,"[0.06995533406734467, 0.44612565636634827, 0.13991066813468933, 0.13816681504249573]"
final/full_stack/final_full_stack0291.tif,3,"[0.36623087525367737, 0.9511425495147705, 0.1368350237607956, 0.09771477431058884]"
final/full_stack/final_full_stack0292.tif,3,"[0.695956826210022, 0.454044908285141, 0.17373646795749664, 0.13450370728969574]"
final/full_stack/final_full_stack0292.tif,3,"[0.06909192353487015, 0.4461105763912201, 0.1381838470697403, 0.13975925743579865]"
final/full_stack/final_full_stack0292.tif,3,"[0.36648985743522644, 0.9505201578140259, 0.1377522200345993, 0.09895968437194824]"
final/full_stack/final_full_stack0293.tif,3,"[0.6958475708961487, 0.4536738693714142, 0.1737634539604187, 0.13492877781391144]"
final/full_stack/final_full_stack0293.tif,3,"[0.06995711475610733, 0.44665876030921936, 0.13991422951221466, 0.13952454924583435]"
final/full_stack/final_full_stack0293.tif,3,"[0.3659970462322235, 0.9503251910209656, 0.13784483075141907, 0.09934963285923004]"
final/full_stack/final_full_stack0294.tif,3,"[0.6960300207138062, 0.45302873849868774, 0.17198826372623444, 0.1346590667963028]"
final/full_stack/final_full_stack0294.tif,3,"[0.06959458440542221, 0.44621071219444275, 0.13918916881084442, 0.14124567806720734]"
final/full_stack/final_full_stack0294.tif,3,"[0.36578163504600525, 0.9503726959228516, 0.1384001076221466, 0.09925460070371628]"
final/full_stack/final_full_stack0295.tif,3,"[0.0689602792263031, 0.446330189704895, 0.1379205584526062, 0.14063169062137604]"
final/full_stack/final_full_stack0295.tif,3,"[0.6955158114433289, 0.45280808210372925, 0.1714552640914917, 0.13421288132667542]"
final/full_stack/final_full_stack0295.tif,3,"[0.3645532429218292, 0.9502360224723816, 0.1401272416114807, 0.09952786564826965]"
final/full_stack/final_full_stack0296.tif,3,"[0.06922673434019089, 0.4459550976753235, 0.13845346868038177, 0.1401357203722]"
final/full_stack/final_full_stack0296.tif,3,"[0.6966671347618103, 0.45196494460105896, 0.17245347797870636, 0.13570784032344818]"
final/full_stack/final_full_stack0296.tif,3,"[0.36397644877433777, 0.9504668712615967, 0.13980607688426971, 0.09906615316867828]"
final/full_stack/final_full_stack0297.tif,3,"[0.06916572898626328, 0.4455931782722473, 0.13833145797252655, 0.14031970500946045]"
final/full_stack/final_full_stack0297.tif,3,"[0.6965833306312561, 0.4513941705226898, 0.17092451453208923, 0.13594327867031097]"
